BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AS OF FINAL ROLL 18/19,BLOCK,LOT,BUILDING CLASS AS OF FINAL ROLL 18/19,ADDRESS,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE,AREA,FINAL_ADDRESS
2,MORRIS PARK/VAN NEST,01 ONE FAMILY DWELLINGS,1,4087,14,A1,1572 TOMLINSON AVE,10461.0,1.0,0.0,1.0,1875.0,1360.0,1925.0,1,A1,340000,2019-05-22,bronx,1572 TOMLINSON AVE NYC
4,RICHMOND HILL,01 ONE FAMILY DWELLINGS,1,9581,35,A1,10458 128TH STREET,11419.0,1.0,0.0,1.0,3100.0,1430.0,1920.0,1,A1,655000,2019-12-31,queens,10458 128TH STREET NYC
5,PORT RICHMOND,01 ONE FAMILY DWELLINGS,1,1061,13,A1,149 HAGAMAN PLACE,10302.0,1.0,0.0,1.0,2500.0,848.0,1925.0,1,A2,350000,2019-11-20,statenisland,149 HAGAMAN PLACE NYC
3,CROWN HEIGHTS,01 ONE FAMILY DWELLINGS,1,1401,62,S1,1593 PRESIDENT STREET,11213.0,1.0,1.0,2.0,2055.0,2646.0,1910.0,1,S1,999000,2019-08-21,brooklyn,1593 PRESIDENT STREET NYC
3,FLATBUSH-EAST,01 ONE FAMILY DWELLINGS,1,4760,52,A5,665 EAST 49TH STREET,11203.0,1.0,0.0,1.0,2200.0,1832.0,1930.0,1,A5,609000,2019-04-23,brooklyn,665 EAST 49TH STREET NYC
5,BULLS HEAD,01 ONE FAMILY DWELLINGS,1,1597,54,A5,341 HILLMAN AVENUE,10314.0,1.0,0.0,1.0,1800.0,1260.0,1970.0,1,A5,495000,2019-12-18,statenisland,341 HILLMAN AVENUE NYC
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS,1,9437,40,B3,9439 LEFFERTS BLVD,11419.0,2.0,0.0,2.0,4500.0,3079.0,1925.0,1,B3,925000,2019-05-29,queens,9439 LEFFERTS BLVD NYC
3,MADISON,02 TWO FAMILY DWELLINGS,1,6782,66,B2,1649 EAST 19TH STREET,11229.0,2.0,0.0,2.0,3094.0,2500.0,1920.0,1,B2,1400000,2019-07-01,brooklyn,1649 EAST 19TH STREET NYC
4,ST. ALBANS,01 ONE FAMILY DWELLINGS,1,12631,22,A0,201-29 119TH AVENUE,11412.0,1.0,0.0,1.0,4000.0,1527.0,1935.0,1,A0,505000,2019-08-28,queens,201-29 119TH AVENUE NYC
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,337,13,A5,193B RICE AVENUE,10314.0,1.0,0.0,1.0,2000.0,1100.0,1999.0,1,A5,550000,2019-09-06,statenisland,193B RICE AVENUE NYC
4,ST. ALBANS,02 TWO FAMILY DWELLINGS,1,10947,12,B2,109-85 FRANCIS LEWIS BLVD,11429.0,2.0,0.0,2.0,3000.0,2244.0,1996.0,1,B2,730000,2019-09-09,queens,109-85 FRANCIS LEWIS BLVD NYC
4,LITTLE NECK,02 TWO FAMILY DWELLINGS,1,8160,123,B2,3722 BROOKSIDE,11363.0,2.0,0.0,2.0,2408.0,1920.0,1975.0,1,B2,840000,2019-04-18,queens,3722 BROOKSIDE NYC
2,CASTLE HILL/UNIONPORT,03 THREE FAMILY DWELLINGS,1,3611,28,C0,760 OLMSTEAD AVE,10473.0,3.0,0.0,3.0,2944.0,3880.0,1930.0,1,C0,660000,2019-01-29,bronx,760 OLMSTEAD AVE NYC
4,OAKLAND GARDENS,01 ONE FAMILY DWELLINGS,1,7777,7,A1,78-51 220TH PLACE,11364.0,1.0,0.0,1.0,3733.0,1680.0,1955.0,1,A1,850000,2019-11-22,queens,78-51 220TH PLACE NYC
3,CARROLL GARDENS,02 TWO FAMILY DWELLINGS,1,478,42,B9,37 GARNET STREET,11231.0,2.0,0.0,2.0,2000.0,1300.0,1901.0,1,B9,1325000,2019-04-10,brooklyn,37 GARNET STREET NYC
2,PELHAM PARKWAY NORTH,01 ONE FAMILY DWELLINGS,1,4462,68,A5,2545 PEARSALL AVENUE,10469.0,1.0,0.0,1.0,2700.0,1584.0,1950.0,1,A5,485000,2019-06-21,bronx,2545 PEARSALL AVENUE NYC
4,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS,1,11961,43,A1,145-02 111TH AVENUE,11435.0,1.0,0.0,1.0,2335.0,1424.0,1930.0,1,A1,380000,2019-04-15,queens,145-02 111TH AVENUE NYC
2,BEDFORD PARK/NORWOOD,02 TWO FAMILY DWELLINGS,1,3331,62,B3,3077 WEBSTER AVENUE,10467.0,2.0,0.0,2.0,1980.0,1915.0,1915.0,1,B3,465000,2019-09-09,bronx,3077 WEBSTER AVENUE NYC
2,THROGS NECK,01 ONE FAMILY DWELLINGS,1,5537,87,A5,905 HUNTINGTON,10465.0,1.0,0.0,1.0,1800.0,1584.0,1965.0,1,A5,381973,2019-04-30,bronx,905 HUNTINGTON NYC
4,OZONE PARK,01 ONE FAMILY DWELLINGS,1,9068,38,S1,94-07 101ST AVENUE,11416.0,1.0,1.0,2.0,2800.0,1932.0,1920.0,1,S1,840000,2019-10-23,queens,94-07 101ST AVENUE NYC
3,MARINE PARK,01 ONE FAMILY DWELLINGS,1,7720,32,A9,1729 E 37TH ST,11234.0,1.0,0.0,1.0,1800.0,1050.0,1925.0,1,A9,549000,2019-12-16,brooklyn,1729 E 37TH ST NYC
2,WILLIAMSBRIDGE,01 ONE FAMILY DWELLINGS,1,4666,35,A1,719 EAST 218 STREET,10467.0,1.0,0.0,1.0,2856.0,1482.0,1910.0,1,A1,338000,2019-05-03,bronx,719 EAST 218 STREET NYC
4,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS,1,10206,1,A1,111-53 168TH STREET,11433.0,1.0,0.0,1.0,2000.0,1297.0,1940.0,1,A1,550000,2019-03-01,queens,111-53 168TH STREET NYC
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS,1,4323,24,B1,822 NEW JERSEY AVE,11207.0,2.0,0.0,2.0,1876.0,2000.0,1920.0,1,B1,800000,2019-09-23,brooklyn,822 NEW JERSEY AVE NYC
3,DYKER HEIGHTS,01 ONE FAMILY DWELLINGS,1,6232,59,A5,1245 77TH STREET,11228.0,1.0,0.0,1.0,2000.0,1328.0,1930.0,1,A5,738231,2019-02-12,brooklyn,1245 77TH STREET NYC
3,OLD MILL BASIN,01 ONE FAMILY DWELLINGS,1,7883,75,A1,1372 EAST 59 STREET,11234.0,1.0,0.0,1.0,2700.0,1184.0,1920.0,1,A1,410000,2019-04-19,brooklyn,1372 EAST 59 STREET NYC
3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8199,17,B1,1217 EAST 91ST STREET,11236.0,2.0,0.0,2.0,2255.0,3006.0,1999.0,1,B1,740000,2019-09-18,brooklyn,1217 EAST 91ST STREET NYC
2,MORRISANIA/LONGWOOD,01 ONE FAMILY DWELLINGS,1,2661,140,A5,776 HOME STREET,10456.0,1.0,0.0,1.0,1776.0,1530.0,1987.0,1,A5,490000,2019-08-05,bronx,776 HOME STREET NYC
4,ASTORIA,02 TWO FAMILY DWELLINGS,1,582,1,B1,28-18 33RD AVENUE,11106.0,2.0,0.0,2.0,1250.0,1732.0,1940.0,1,B1,1165000,2019-11-14,queens,28-18 33RD AVENUE NYC
5,GREAT KILLS-BAY TERRACE,02 TWO FAMILY DWELLINGS,1,4969,28,B2,97 TWOMBLY AVENUE,10306.0,2.0,0.0,2.0,4000.0,2488.0,1970.0,1,B2,775000,2019-04-01,statenisland,97 TWOMBLY AVENUE NYC
4,HOWARD BEACH,01 ONE FAMILY DWELLINGS,1,14212,48,A1,164-33 98TH STREET,11414.0,1.0,0.0,1.0,3000.0,1736.0,1955.0,1,A1,665000,2019-10-28,queens,164-33 98TH STREET NYC
4,ASTORIA,02 TWO FAMILY DWELLINGS,1,836,12,B3,24-23 33RD STREET,11102.0,2.0,0.0,2.0,2587.0,1364.0,1925.0,1,B3,1150000,2019-05-20,queens,24-23 33RD STREET NYC
5,MARINERS HARBOR,02 TWO FAMILY DWELLINGS,1,1136,41,B9,391 MORNINGSTAR ROAD,10303.0,2.0,0.0,2.0,2400.0,1400.0,2004.0,1,B9,469000,2019-02-11,statenisland,391 MORNINGSTAR ROAD NYC
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,5117,61,A2,191 GREENCROFT AVENUE,10308.0,1.0,0.0,1.0,4000.0,1884.0,1960.0,1,A2,780000,2019-08-20,statenisland,191 GREENCROFT AVENUE NYC
4,DOUGLASTON,01 ONE FAMILY DWELLINGS,1,8286,108,A5,240-01 65TH AVENUE,11362.0,1.0,0.0,1.0,2014.0,1120.0,1960.0,1,A5,615000,2019-05-30,queens,240-01 65TH AVENUE NYC
4,GLENDALE,01 ONE FAMILY DWELLINGS,1,3895,31,A1,89-52 70TH ROAD,11375.0,1.0,0.0,1.0,2400.0,1328.0,1935.0,1,A1,710000,2019-01-25,queens,89-52 70TH ROAD NYC
4,ROSEDALE,02 TWO FAMILY DWELLINGS,1,13728,13,B3,147-09 235TH STREET,11422.0,2.0,0.0,2.0,3800.0,2230.0,1920.0,1,B3,800000,2019-12-26,queens,147-09 235TH STREET NYC
3,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS,1,1356,68,B9,1275 ST MARKS AVENUE,11213.0,2.0,0.0,2.0,2172.0,2193.0,1910.0,1,B9,879800,2019-06-26,brooklyn,1275 ST MARKS AVENUE NYC
4,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS,1,15691,30,A1,24-11 MOTT AVE,11691.0,1.0,0.0,1.0,4772.0,2065.0,1925.0,1,A1,530000,2019-06-19,queens,24-11 MOTT AVE NYC
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4946,16,A1,2180 LIGHT STREET,10466.0,1.0,0.0,1.0,2750.0,1084.0,1930.0,1,A1,390000,2019-02-25,bronx,2180 LIGHT STREET NYC
2,WESTCHESTER,01 ONE FAMILY DWELLINGS,1,3986,48,A5,2515 GLEBE AVENUE,10461.0,1.0,0.0,1.0,1800.0,1690.0,1955.0,1,A5,485000,2019-02-26,bronx,2515 GLEBE AVENUE NYC
4,SOUTH OZONE PARK,14 RENTALS - 4-10 UNIT,2A,11630,3,S9,125-06 111 AVE,11420.0,2.0,2.0,4.0,2074.0,3120.0,1920.0,2,S9,980000,2019-10-01,queens,125-06 111 AVE NYC
5,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS,1,5741,110,A5,318 ILYSSA WAY,10312.0,1.0,0.0,1.0,560.0,1510.0,1996.0,1,A5,403000,2019-06-25,statenisland,318 ILYSSA WAY NYC
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6212,87,A2,1090 ARDEN AVENUE,10312.0,1.0,0.0,1.0,4200.0,2352.0,1970.0,1,A2,444132,2019-03-11,statenisland,1090 ARDEN AVENUE NYC
4,ARVERNE,03 THREE FAMILY DWELLINGS,1,15913,93,C0,307 BEACH 66 STREET,11692.0,3.0,0.0,3.0,2217.0,3171.0,1998.0,1,C0,1700000,2019-08-22,queens,307 BEACH 66 STREET NYC
5,CLOVE LAKES,07 RENTALS - WALKUP APARTMENTS,2A,247,18,C3,1135-1137 VICTORY BOULEVARD,10301.0,4.0,0.0,4.0,2505.0,2884.0,1931.0,2,C3,700000,2019-12-07,statenisland,1135-1137 VICTORY BOULEVARD NYC
4,HOWARD BEACH,01 ONE FAMILY DWELLINGS,1,14021,5,A2,160-02 84TH STREET,11414.0,1.0,0.0,1.0,4725.0,2497.0,1965.0,1,A2,500000,2019-09-26,queens,160-02 84TH STREET NYC
4,MASPETH,02 TWO FAMILY DWELLINGS,1,2727,9,B2,58-09 60TH PLACE,11378.0,2.0,0.0,2.0,2060.0,1990.0,1940.0,1,B2,820000,2019-11-18,queens,58-09 60TH PLACE NYC
4,SPRINGFIELD GARDENS,01 ONE FAMILY DWELLINGS,1,12287,104,B3,133-19 160TH ST,11434.0,2.0,0.0,2.0,4000.0,2396.0,1945.0,1,A2,949000,2019-09-27,queens,133-19 160TH ST NYC
4,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,1,5695,53,A0,58-23 192ND STREET,11365.0,1.0,0.0,1.0,4000.0,1170.0,1945.0,1,A0,890000,2019-12-18,queens,58-23 192ND STREET NYC
1,WASHINGTON HEIGHTS UPPER,07 RENTALS - WALKUP APARTMENTS,2A,2154,90,C3,555 WEST 183 STREET,10033.0,4.0,0.0,4.0,1199.0,2590.0,1910.0,2,C3,850010,2019-07-12,manhattan,555 WEST 183 STREET NYC
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS,1,6904,13,A2,64-41 175TH STREET,11365.0,1.0,0.0,1.0,3897.0,1185.0,1950.0,1,A2,890000,2019-03-08,queens,64-41 175TH STREET NYC
5,NEW DORP-BEACH,01 ONE FAMILY DWELLINGS,1,4057,107,A5,252 MILTON AVENUE,10306.0,1.0,0.0,1.0,1470.0,1080.0,1980.0,1,A5,432500,2019-04-23,statenisland,252 MILTON AVENUE NYC
3,FLATBUSH-EAST,01 ONE FAMILY DWELLINGS,1,7632,60,A9,1994 NEW YORK AVE,11210.0,1.0,0.0,1.0,2000.0,1400.0,1925.0,1,A9,820000,2019-03-26,brooklyn,1994 NEW YORK AVE NYC
3,BERGEN BEACH,01 ONE FAMILY DWELLINGS,1,8415,20,A9,2049 EAST 74TH STREET,11234.0,1.0,0.0,1.0,2000.0,1092.0,1925.0,1,A9,576000,2019-06-19,brooklyn,2049 EAST 74TH STREET NYC
4,ROSEDALE,01 ONE FAMILY DWELLINGS,1,13513,24,A2,230-09 EDGEWOOD AVENUE,11413.0,1.0,0.0,1.0,4000.0,1040.0,1950.0,1,A2,465593,2019-03-25,queens,230-09 EDGEWOOD AVENUE NYC
4,COLLEGE POINT,02 TWO FAMILY DWELLINGS,1,4263,14,B1,124-10 25TH AVENUE,11356.0,2.0,0.0,2.0,2100.0,2068.0,1960.0,1,B1,992000,2019-09-11,queens,124-10 25TH AVENUE NYC
4,MIDDLE VILLAGE,03 THREE FAMILY DWELLINGS,1,2897,34,C0,58-33 84TH PLACE,11379.0,3.0,0.0,3.0,2000.0,3292.0,1960.0,1,C0,1238000,2019-02-27,queens,58-33 84TH PLACE NYC
3,MADISON,01 ONE FAMILY DWELLINGS,1,7331,78,A5,2039 EAST 26TH STREET,11229.0,1.0,0.0,1.0,2000.0,1224.0,1930.0,1,A5,775096,2019-11-29,brooklyn,2039 EAST 26TH STREET NYC
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6465,75,B3,8885 19 AVENUE,11214.0,2.0,0.0,2.0,2127.0,1652.0,1940.0,1,B3,825000,2019-08-16,brooklyn,8885 19 AVENUE NYC
4,OZONE PARK,03 THREE FAMILY DWELLINGS,1,11385,41,C0,137-16 80TH STREET,11414.0,3.0,0.0,3.0,3303.0,2116.0,1965.0,1,C0,950000,2019-06-11,queens,137-16 80TH STREET NYC
4,ST. ALBANS,02 TWO FAMILY DWELLINGS,1,12648,55,B3,119-33 192ND STREET,11412.0,2.0,0.0,2.0,3000.0,1721.0,1930.0,1,B3,699999,2019-03-22,queens,119-33 192ND STREET NYC
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6403,20,A1,369 KINGHORN STREET,10312.0,1.0,0.0,1.0,4000.0,2250.0,1992.0,1,A1,740000,2019-04-18,statenisland,369 KINGHORN STREET NYC
4,RICHMOND HILL,01 ONE FAMILY DWELLINGS,1,9289,104,S1,104-08 JAMAICA AVENUE,11418.0,1.0,1.0,2.0,1459.0,1620.0,1935.0,1,S1,630000,2019-01-16,queens,104-08 JAMAICA AVENUE NYC
2,COUNTRY CLUB,01 ONE FAMILY DWELLINGS,1,5464,5,A5,3234 LAYTON AVENUE,10465.0,1.0,0.0,1.0,1458.0,1116.0,1950.0,1,A5,556000,2019-02-14,bronx,3234 LAYTON AVENUE NYC
4,ROSEDALE,02 TWO FAMILY DWELLINGS,1,13515,10,B3,230-69 LANSING AVENUE,11413.0,2.0,0.0,2.0,4000.0,2368.0,1940.0,1,B3,990000,2019-11-14,queens,230-69 LANSING AVENUE NYC
4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6152,48,A1,36-19 203RD STREET,11361.0,1.0,0.0,1.0,3880.0,1778.0,1940.0,1,A1,1102500,2019-04-30,queens,36-19 203RD STREET NYC
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS,1,9511,59,B2,103-25 106TH STREET,11417.0,2.0,0.0,2.0,2235.0,1916.0,1930.0,1,B2,730000,2019-06-27,queens,103-25 106TH STREET NYC
3,EAST NEW YORK,03 THREE FAMILY DWELLINGS,1,4251,2,C0,505 PINE STREET,11208.0,3.0,0.0,3.0,2000.0,2080.0,1910.0,1,C0,780000,2019-09-18,brooklyn,505 PINE STREET NYC
5,ELTINGVILLE,02 TWO FAMILY DWELLINGS,1,5701,3,B2,709 CARLTON BOULEVARD,10312.0,2.0,0.0,2.0,4000.0,2448.0,1970.0,1,B2,773888,2019-06-24,statenisland,709 CARLTON BOULEVARD NYC
3,CANARSIE,02 TWO FAMILY DWELLINGS,1,7991,131,B2,623 EAST 86TH STREET,11236.0,2.0,0.0,2.0,2990.0,2340.0,1984.0,1,B2,367500,2019-04-03,brooklyn,623 EAST 86TH STREET NYC
5,MARINERS HARBOR,02 TWO FAMILY DWELLINGS,1,1194,97,B3,238 SIMONSON AVENUE,10303.0,2.0,0.0,2.0,4138.0,2132.0,1930.0,1,B3,499000,2019-10-15,statenisland,238 SIMONSON AVENUE NYC
2,BAYCHESTER,02 TWO FAMILY DWELLINGS,1,4714,5,B9,3768 LACONIA AVENUE,10469.0,2.0,0.0,2.0,1888.0,2061.0,1950.0,1,B9,779659,2019-07-06,bronx,3768 LACONIA AVENUE NYC
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,354,93,A1,42 MUNDY AVENUE,10310.0,1.0,0.0,1.0,3589.0,1380.0,1925.0,1,A1,465000,2019-09-29,statenisland,42 MUNDY AVENUE NYC
4,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS,1,10206,13,A1,111-33 168TH STREET,11433.0,1.0,0.0,1.0,2400.0,1264.0,1940.0,1,A1,572250,2019-05-07,queens,111-33 168TH STREET NYC
5,NEW DORP-BEACH,01 ONE FAMILY DWELLINGS,1,4043,35,A2,79 MILTON AVENUE,10306.0,1.0,0.0,1.0,3920.0,960.0,1960.0,1,A2,329550,2019-04-29,statenisland,79 MILTON AVENUE NYC
3,CYPRESS HILLS,02 TWO FAMILY DWELLINGS,1,3915,1,B2,59 HALE AVENUE,11208.0,2.0,0.0,2.0,2185.0,2024.0,1910.0,1,B2,310500,2019-06-14,brooklyn,59 HALE AVENUE NYC
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,728,42,A5,30-29 46TH STREET,11103.0,1.0,0.0,1.0,1650.0,784.0,1901.0,1,A5,1215000,2019-11-25,queens,30-29 46TH STREET NYC
3,SUNSET PARK,02 TWO FAMILY DWELLINGS,1,737,67,B9,325 45TH STREET,11220.0,2.0,0.0,2.0,2003.0,2512.0,1910.0,1,B9,1200000,2019-08-09,brooklyn,325 45TH STREET NYC
3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,5958,44,A1,7712 RIDGE BLVD,11209.0,1.0,0.0,1.0,3000.0,2376.0,1925.0,1,A1,1445000,2019-09-05,brooklyn,7712 RIDGE BLVD NYC
3,OCEAN HILL,01 ONE FAMILY DWELLINGS,1,1539,75,A4,69 SOMERS STREET,11233.0,1.0,0.0,1.0,1575.0,1624.0,1910.0,1,A4,375000,2019-05-24,brooklyn,69 SOMERS STREET NYC
5,WILLOWBROOK,01 ONE FAMILY DWELLINGS,1,1982,23,A5,34 UXBRIDGE STREET,10314.0,1.0,0.0,1.0,2700.0,1450.0,1965.0,1,A5,632000,2019-01-08,statenisland,34 UXBRIDGE STREET NYC
2,PARKCHESTER,02 TWO FAMILY DWELLINGS,1,4029,51,B2,1744 GARFIELD ST,10460.0,2.0,0.0,2.0,2500.0,3357.0,1920.0,1,B2,600000,2019-04-17,bronx,1744 GARFIELD ST NYC
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,10162,59,B1,104-45 164TH STREET,11433.0,2.0,0.0,2.0,2000.0,1968.0,1901.0,1,B1,717000,2019-06-21,queens,104-45 164TH STREET NYC
4,JAMAICA ESTATES,01 ONE FAMILY DWELLINGS,1,9947,6,A1,85-33 RADNOR STREET,11432.0,1.0,0.0,1.0,4845.0,1776.0,1940.0,1,A1,1015000,2019-01-23,queens,85-33 RADNOR STREET NYC
3,BUSHWICK,01 ONE FAMILY DWELLINGS,1,3215,30,A9,573 HART STREET,11221.0,1.0,0.0,1.0,1240.0,1320.0,1930.0,1,A9,542000,2019-06-25,brooklyn,573 HART STREET NYC
5,MIDLAND BEACH,01 ONE FAMILY DWELLINGS,1,3681,76,A5,353 STOBE AVENUE,10306.0,1.0,0.0,1.0,2300.0,1536.0,1975.0,1,A5,444828,2019-05-01,statenisland,353 STOBE AVENUE NYC
3,FLATBUSH-NORTH,01 ONE FAMILY DWELLINGS,1,4592,28,S1,881 RUTLAND ROAD,11203.0,1.0,1.0,2.0,800.0,1600.0,1925.0,1,S1,635000,2019-12-18,brooklyn,881 RUTLAND ROAD NYC
4,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,1,6431,39,A5,150-33 58TH ROAD,11355.0,1.0,0.0,1.0,1800.0,1224.0,1955.0,1,A5,900000,2019-12-20,queens,150-33 58TH ROAD NYC
3,CYPRESS HILLS,03 THREE FAMILY DWELLINGS,1,3931,48,C0,156 NORWOOD AVENUE,11208.0,3.0,0.0,3.0,3061.0,2565.0,1931.0,1,C0,960000,2019-03-15,brooklyn,156 NORWOOD AVENUE NYC
5,TOTTENVILLE,01 ONE FAMILY DWELLINGS,1,7912,19,A1,370 MAIN STREET,10307.0,1.0,0.0,1.0,4365.0,1566.0,1984.0,1,A1,560000,2019-09-18,statenisland,370 MAIN STREET NYC
4,MIDDLE VILLAGE,01 ONE FAMILY DWELLINGS,1,3023,103,A2,8441 GOLDINGTON COURT,11379.0,1.0,0.0,1.0,2100.0,915.0,1935.0,1,A2,400000,2019-12-27,queens,8441 GOLDINGTON COURT NYC
4,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,1,5577,21,A0,171-34 GLADWIN AVENUE,11365.0,1.0,0.0,1.0,4000.0,1088.0,1945.0,1,A0,815000,2019-05-10,queens,171-34 GLADWIN AVENUE NYC
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS,1,6761,12,A5,61-39 163RD STREET,11365.0,1.0,0.0,1.0,2200.0,1648.0,1950.0,1,A5,735000,2019-06-28,queens,61-39 163RD STREET NYC
2,MOTT HAVEN/PORT MORRIS,01 ONE FAMILY DWELLINGS,1,2284,116,A5,411 EAST 139 STREET,10454.0,1.0,0.0,1.0,1667.0,2160.0,1910.0,1,A5,998000,2019-06-10,bronx,411 EAST 139 STREET NYC
4,MIDDLE VILLAGE,01 ONE FAMILY DWELLINGS,1,2969,10,A1,62-10 82ND PLACE,11379.0,1.0,0.0,1.0,3500.0,1364.0,1940.0,1,A1,1229911,2019-07-31,queens,62-10 82ND PLACE NYC
3,OLD MILL BASIN,01 ONE FAMILY DWELLINGS,1,7895,24,A9,2215 UTICA AVENUE,11234.0,1.0,0.0,1.0,2000.0,1041.0,1920.0,1,A9,510000,2019-04-17,brooklyn,2215 UTICA AVENUE NYC
4,MASPETH,03 THREE FAMILY DWELLINGS,1,2716,50,C0,65-11 GRAND AVENUE,11378.0,3.0,0.0,3.0,1515.0,1460.0,1901.0,1,C0,875000,2019-03-20,queens,65-11 GRAND AVENUE NYC
2,PELHAM PARKWAY NORTH,02 TWO FAMILY DWELLINGS,1,4352,33,B1,2345 BARNES AVE,10467.0,2.0,0.0,2.0,2500.0,1800.0,1955.0,1,B1,610000,2019-04-02,bronx,2345 BARNES AVE NYC
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,7095,55,B1,2069 WEST 11TH STREET,11223.0,2.0,0.0,2.0,2300.0,2280.0,1935.0,1,B1,1200000,2019-03-27,brooklyn,2069 WEST 11TH STREET NYC
4,RICHMOND HILL,01 ONE FAMILY DWELLINGS,1,9537,55,A1,104-67 114TH STREET,11419.0,1.0,0.0,1.0,1888.0,1210.0,1930.0,1,A1,560000,2019-01-22,queens,104-67 114TH STREET NYC
4,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS,1,15783,51,A1,25-15 EDGEMERE AVENUE,11691.0,1.0,0.0,1.0,2100.0,1122.0,1920.0,1,A1,470000,2019-05-31,queens,25-15 EDGEMERE AVENUE NYC
4,LITTLE NECK,02 TWO FAMILY DWELLINGS,1,8124,32,B1,248-07 41 AVE,11363.0,2.0,0.0,2.0,3000.0,3350.0,1989.0,1,B1,1125000,2019-09-24,queens,248-07 41 AVE NYC
3,SEAGATE,02 TWO FAMILY DWELLINGS,1,6955,41,B2,3829 POPLAR AVENUE,11224.0,2.0,0.0,2.0,3650.0,2808.0,1960.0,1,B2,740000,2019-02-07,brooklyn,3829 POPLAR AVENUE NYC
4,FLUSHING-SOUTH,02 TWO FAMILY DWELLINGS,1,6646,15,B3,147-28 JEWEL AVE,11367.0,2.0,0.0,2.0,4000.0,2925.0,1945.0,1,B3,1400000,2019-04-15,queens,147-28 JEWEL AVE NYC
3,OLD MILL BASIN,01 ONE FAMILY DWELLINGS,1,7848,70,A1,1570 EAST 51ST STREET,11234.0,1.0,0.0,1.0,2650.0,1088.0,1920.0,1,A1,670000,2019-06-28,brooklyn,1570 EAST 51ST STREET NYC
3,BUSHWICK,01 ONE FAMILY DWELLINGS,1,3358,8,A9,1105 BUSHWICK AVENUE,11221.0,1.0,0.0,1.0,1333.0,1752.0,1905.0,1,A9,690000,2019-10-01,brooklyn,1105 BUSHWICK AVENUE NYC
4,BEECHHURST,01 ONE FAMILY DWELLINGS,1,4556,36,A1,10-09 157TH ST,11357.0,1.0,0.0,1.0,3600.0,1713.0,1925.0,1,A1,858000,2019-11-12,queens,10-09 157TH ST NYC
2,BAYCHESTER,02 TWO FAMILY DWELLINGS,1,4795,143,B1,2826 BRUNER AVENUE,10469.0,2.0,0.0,2.0,1871.0,1970.0,2006.0,1,B1,550000,2019-04-30,bronx,2826 BRUNER AVENUE NYC
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS,1,9335,95,B1,87-15 126TH STREET,11418.0,2.0,0.0,2.0,2000.0,2132.0,1901.0,1,B1,840000,2019-08-28,queens,87-15 126TH STREET NYC
5,ARROCHAR,01 ONE FAMILY DWELLINGS,1,3105,15,A1,145 LILY POND AVENUE,10305.0,1.0,0.0,1.0,4370.0,1368.0,1970.0,1,A1,476580,2019-05-30,statenisland,145 LILY POND AVENUE NYC
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS,1,11646,3,A1,119-16 LINDEN BLVD,11420.0,1.0,0.0,1.0,2000.0,992.0,1920.0,1,A1,510000,2019-02-26,queens,119-16 LINDEN BLVD NYC
4,ST. ALBANS,02 TWO FAMILY DWELLINGS,1,11017,63,B3,11425 200TH STREET,11412.0,2.0,0.0,2.0,2000.0,1200.0,1945.0,1,B3,457372,2019-03-20,queens,11425 200TH STREET NYC
3,OCEAN PARKWAY-NORTH,03 THREE FAMILY DWELLINGS,1,5391,34,C0,518 EAST 8TH STREET,11218.0,3.0,0.0,3.0,3615.0,2336.0,1910.0,1,C0,1365000,2019-09-04,brooklyn,518 EAST 8TH STREET NYC
