BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AS OF FINAL ROLL 18/19,BLOCK,LOT,BUILDING CLASS AS OF FINAL ROLL 18/19,ADDRESS,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE,AREA,FINAL_ADDRESS
3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8201,20,B2,1219 EAST 93RD STREET,11236.0,2.0,0.0,2.0,1933.0,1492.0,1935.0,1,B2,499000,2019-11-20,brooklyn,1219 EAST 93RD STREET NYC
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,16052,53,B2,69-32 GOUVERNEUR AVENUE,11692.0,2.0,0.0,2.0,2500.0,1692.0,1915.0,1,B2,555000,2019-03-01,queens,69-32 GOUVERNEUR AVENUE NYC
2,THROGS NECK,02 TWO FAMILY DWELLINGS,1,5561,40,B1,518 CALHOUN AVENUE,10465.0,2.0,0.0,2.0,2483.0,1600.0,1930.0,1,B1,375000,2019-01-09,bronx,518 CALHOUN AVENUE NYC
2,MELROSE/CONCOURSE,02 TWO FAMILY DWELLINGS,1,2436,116,B2,314 EAST 169TH STREET,10456.0,2.0,0.0,2.0,2000.0,3120.0,1931.0,1,B2,629000,2019-11-26,bronx,314 EAST 169TH STREET NYC
5,ELTINGVILLE,01 ONE FAMILY DWELLINGS,1,5651,63,A5,18 WATKINS AVENUE,10312.0,1.0,0.0,1.0,3300.0,1760.0,1976.0,1,A5,549000,2019-05-01,statenisland,18 WATKINS AVENUE NYC
4,OZONE PARK,02 TWO FAMILY DWELLINGS,1,9142,31,B3,85-05 SUTTER AVENUE,11417.0,2.0,0.0,2.0,3600.0,1600.0,1930.0,1,B3,750000,2019-08-12,queens,85-05 SUTTER AVENUE NYC
5,SUNNYSIDE,01 ONE FAMILY DWELLINGS,1,665,5,A5,60 OSWEGO STREET,10301.0,1.0,0.0,1.0,2039.0,1218.0,1996.0,1,A5,550000,2019-09-30,statenisland,60 OSWEGO STREET NYC
3,FLATLANDS,02 TWO FAMILY DWELLINGS,1,7735,47,B3,5120 GLENWOOD ROAD,11234.0,2.0,0.0,2.0,1983.0,1626.0,1950.0,1,B3,735000,2019-12-05,brooklyn,5120 GLENWOOD ROAD NYC
4,SOUTH OZONE PARK,02 TWO FAMILY DWELLINGS,1,11721,2,B3,130-54 115TH STREET,11420.0,2.0,0.0,2.0,2500.0,1682.0,1925.0,1,B3,490000,2019-02-13,queens,130-54 115TH STREET NYC
4,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS,1,11966,24,A1,148-19 LINDEN BOULEVARD,11436.0,1.0,0.0,1.0,1600.0,938.0,1910.0,1,A1,478000,2019-12-27,queens,148-19 LINDEN BOULEVARD NYC
4,OZONE PARK,01 ONE FAMILY DWELLINGS,1,11530,40,A1,137-35 94TH STREET,11417.0,1.0,0.0,1.0,2342.0,1612.0,1925.0,1,A1,715000,2019-06-07,queens,137-35 94TH STREET NYC
4,JACKSON HEIGHTS,01 ONE FAMILY DWELLINGS,1,1361,35,A5,87-19 30TH AVENUE,11369.0,1.0,0.0,1.0,1800.0,1356.0,1955.0,1,A5,750000,2019-11-19,queens,87-19 30TH AVENUE NYC
5,SOUTH BEACH,01 ONE FAMILY DWELLINGS,1,3255,44,A1,255 KENSINGTON AVENUE,10305.0,1.0,0.0,1.0,3150.0,2050.0,2005.0,1,A1,560000,2019-09-05,statenisland,255 KENSINGTON AVENUE NYC
4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS,1,11225,38,B3,225-26 112TH ROAD,11429.0,2.0,0.0,2.0,4000.0,1500.0,1910.0,1,B3,815000,2019-06-06,queens,225-26 112TH ROAD NYC
5,WESTERLEIGH,01 ONE FAMILY DWELLINGS,1,1444,8,A2,117 CRYSTAL AVENUE,10302.0,1.0,0.0,1.0,3640.0,1900.0,1930.0,1,A2,625000,2019-10-11,statenisland,117 CRYSTAL AVENUE NYC
3,OCEAN PARKWAY-NORTH,03 THREE FAMILY DWELLINGS,1,5391,34,C0,518 EAST 8TH STREET,11218.0,3.0,0.0,3.0,3615.0,2336.0,1910.0,1,C0,1365000,2019-09-04,brooklyn,518 EAST 8TH STREET NYC
5,CLOVE LAKES,02 TWO FAMILY DWELLINGS,1,243,32,B1,36 BEVERLY AVENUE,10301.0,2.0,0.0,2.0,4900.0,1339.0,1950.0,1,B1,474000,2019-09-24,statenisland,36 BEVERLY AVENUE NYC
5,GREAT KILLS,02 TWO FAMILY DWELLINGS,1,5513,31,B2,223 ELTINGVILLE BLVD,10312.0,2.0,0.0,2.0,4275.0,2350.0,1970.0,1,B2,750000,2019-05-01,statenisland,223 ELTINGVILLE BLVD NYC
3,FLATBUSH-LEFFERTS GARDEN,03 THREE FAMILY DWELLINGS,1,4809,23,C0,350 RUTLAND ROAD,11225.0,3.0,0.0,3.0,4000.0,2612.0,2019.0,1,C0,1550000,2019-05-13,brooklyn,350 RUTLAND ROAD NYC
2,SCHUYLERVILLE/PELHAM BAY,01 ONE FAMILY DWELLINGS,1,4198,5,A1,1810 PARKVIEW AVENUE,10461.0,1.0,0.0,1.0,2375.0,960.0,1925.0,1,A1,565000,2019-10-02,bronx,1810 PARKVIEW AVENUE NYC
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,7974,94,A1,89-11 LYMAN STREET,11427.0,1.0,0.0,1.0,3000.0,1460.0,1935.0,1,A1,620000,2019-08-02,queens,89-11 LYMAN STREET NYC
2,WILLIAMSBRIDGE,07 RENTALS - WALKUP APARTMENTS,2A,4859,59,C3,924 EAST 224 STREET,10466.0,4.0,0.0,4.0,3213.0,3510.0,1931.0,2,C3,850367,2019-01-07,bronx,924 EAST 224 STREET NYC
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,10162,59,B1,104-45 164TH STREET,11433.0,2.0,0.0,2.0,2000.0,1968.0,1901.0,1,B1,717000,2019-06-21,queens,104-45 164TH STREET NYC
2,CITY ISLAND,01 ONE FAMILY DWELLINGS,1,5645,21,S1,440 CITY ISLAND AVENUE,10464.0,1.0,1.0,2.0,2024.0,950.0,1931.0,1,S1,335000,2019-03-27,bronx,440 CITY ISLAND AVENUE NYC
4,HOLLIS,01 ONE FAMILY DWELLINGS,1,10850,31,A1,99-15 203RD STREET,11423.0,1.0,0.0,1.0,2500.0,1344.0,1930.0,1,A1,560000,2019-07-18,queens,99-15 203RD STREET NYC
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS,1,9462,41,B3,95-17 123RD STREET,11419.0,2.0,0.0,2.0,3405.0,2255.0,1905.0,1,B3,792000,2019-06-10,queens,95-17 123RD STREET NYC
3,OLD MILL BASIN,01 ONE FAMILY DWELLINGS,1,7880,56,A9,1412 EAST 56TH STREET,11234.0,1.0,0.0,1.0,1800.0,812.0,1925.0,1,A9,380000,2019-08-21,brooklyn,1412 EAST 56TH STREET NYC
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11292,28,A2,115-15 228TH STREET,11411.0,1.0,0.0,1.0,4000.0,1340.0,1955.0,1,A2,605000,2019-05-03,queens,115-15 228TH STREET NYC
3,BUSHWICK,02 TWO FAMILY DWELLINGS,1,3352,60,B2,227 WOODBINE STREET,11221.0,2.0,0.0,2.0,1950.0,2634.0,1910.0,1,B2,940000,2019-11-12,brooklyn,227 WOODBINE STREET NYC
3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,6118,73,A5,9410 WOGAN TERRACE,11209.0,1.0,0.0,1.0,1218.0,1104.0,1930.0,1,A5,382500,2019-05-25,brooklyn,9410 WOGAN TERRACE NYC
3,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS,1,5168,21,B1,236 EAST 25TH STREET,11226.0,2.0,0.0,2.0,2000.0,2388.0,1901.0,1,B1,835000,2019-09-19,brooklyn,236 EAST 25TH STREET NYC
4,WOODHAVEN,01 ONE FAMILY DWELLINGS,1,8933,91,A9,87-40 WOODHAVEN BLVD,11421.0,1.0,0.0,1.0,2416.0,1248.0,1910.0,1,A9,660000,2019-08-29,queens,87-40 WOODHAVEN BLVD NYC
2,PELHAM PARKWAY NORTH,02 TWO FAMILY DWELLINGS,1,4352,33,B1,2345 BARNES AVE,10467.0,2.0,0.0,2.0,2500.0,1800.0,1955.0,1,B1,610000,2019-04-02,bronx,2345 BARNES AVE NYC
2,SOUNDVIEW,02 TWO FAMILY DWELLINGS,1,3752,6,B9,1767 WATSON AVE,10472.0,2.0,0.0,2.0,1975.0,2650.0,1955.0,1,B9,750000,2019-10-08,bronx,1767 WATSON AVE NYC
2,WOODLAWN,02 TWO FAMILY DWELLINGS,1,3372,24,B2,4319 KEPLER AVENUE,10470.0,2.0,0.0,2.0,2500.0,2244.0,1915.0,1,B2,695000,2019-08-01,bronx,4319 KEPLER AVENUE NYC
4,HOLLIS,01 ONE FAMILY DWELLINGS,1,10856,43,A1,208-09 100TH AVENUE,11429.0,1.0,0.0,1.0,4000.0,1452.0,1925.0,1,A1,595000,2019-12-13,queens,208-09 100TH AVENUE NYC
4,ELMHURST,03 THREE FAMILY DWELLINGS,1,1893,30,C0,94-15 54TH AVENUE,11373.0,3.0,0.0,3.0,4003.0,2904.0,1920.0,1,C0,1450000,2019-11-15,queens,94-15 54TH AVENUE NYC
4,COLLEGE POINT,01 ONE FAMILY DWELLINGS,1,4107,22,A1,14-36 140TH STREET,11357.0,1.0,0.0,1.0,3108.0,1300.0,1950.0,1,A1,850000,2019-02-01,queens,14-36 140TH STREET NYC
3,CANARSIE,01 ONE FAMILY DWELLINGS,1,8309,60,A1,10547 FLATLANDS 10TH STREET,11236.0,1.0,0.0,1.0,4000.0,1380.0,1960.0,1,A1,690000,2019-10-04,brooklyn,10547 FLATLANDS 10TH STREET NYC
5,ROSEBANK,01 ONE FAMILY DWELLINGS,1,2987,21,A1,74 BELL STREET,10305.0,1.0,0.0,1.0,2500.0,1460.0,2007.0,1,A1,539988,2019-07-18,statenisland,74 BELL STREET NYC
4,JACKSON HEIGHTS,01 ONE FAMILY DWELLINGS,1,1404,14,A5,31-20 93RD STREET,11369.0,1.0,0.0,1.0,2000.0,1308.0,1930.0,1,A5,810000,2019-12-17,queens,31-20 93RD STREET NYC
4,SPRINGFIELD GARDENS,01 ONE FAMILY DWELLINGS,1,12287,108,A2,133-11 160TH STREET,11434.0,1.0,0.0,1.0,4000.0,1304.0,1945.0,1,A2,510000,2019-11-20,queens,133-11 160TH STREET NYC
5,ROSSVILLE,01 ONE FAMILY DWELLINGS,1,7082,10,A5,292 MALVINE AVENUE,10309.0,1.0,0.0,1.0,2379.0,1350.0,1997.0,1,A5,615000,2019-04-25,statenisland,292 MALVINE AVENUE NYC
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11305,19,A5,115-87 223RD ST,11411.0,1.0,0.0,1.0,2000.0,1544.0,1935.0,1,A5,570000,2019-08-13,queens,115-87 223RD ST NYC
3,MILL BASIN,02 TWO FAMILY DWELLINGS,1,8595,45,B2,2726 EAST 64TH STREET,11234.0,2.0,0.0,2.0,2500.0,2120.0,1965.0,1,B2,680000,2019-10-10,brooklyn,2726 EAST 64TH STREET NYC
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6409,20,C0,8707 20TH AVENUE,11214.0,3.0,0.0,3.0,2900.0,2140.0,1990.0,1,C0,330000,2019-12-11,brooklyn,8707 20TH AVENUE NYC
5,PORT RICHMOND,01 ONE FAMILY DWELLINGS,1,1038,54,A1,129 PALMER AVENUE,10302.0,1.0,0.0,1.0,2500.0,1715.0,1925.0,1,A1,490000,2019-10-29,statenisland,129 PALMER AVENUE NYC
4,ELMHURST,01 ONE FAMILY DWELLINGS,1,2882,16,A5,85-11 57 ROAD,11373.0,1.0,0.0,1.0,1800.0,1260.0,1935.0,1,A5,820000,2019-01-02,queens,85-11 57 ROAD NYC
3,SUNSET PARK,07 RENTALS - WALKUP APARTMENTS,2A,818,21,C3,732 53RD STREET,11220.0,4.0,0.0,4.0,2003.0,2424.0,1908.0,2,C3,1250000,2019-03-29,brooklyn,732 53RD STREET NYC
2,COUNTRY CLUB,02 TWO FAMILY DWELLINGS,1,5480,15,B3,751 CLARENCE,10465.0,2.0,0.0,2.0,2625.0,2142.0,1950.0,1,B3,637000,2019-09-06,bronx,751 CLARENCE NYC
4,MASPETH,03 THREE FAMILY DWELLINGS,1,2702,143,C0,60-13 56TH AVENUE,11378.0,3.0,0.0,3.0,2500.0,2350.0,1935.0,1,C0,1110000,2019-01-09,queens,60-13 56TH AVENUE NYC
5,WESTERLEIGH,02 TWO FAMILY DWELLINGS,1,388,69,B2,468 JEWETT AVENUE,10302.0,2.0,0.0,2.0,2600.0,1408.0,1932.0,1,B2,336000,2019-06-14,statenisland,468 JEWETT AVENUE NYC
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS,1,12331,3,A1,167-05 115 AVENUE,11434.0,1.0,0.0,1.0,3000.0,1030.0,1925.0,1,A1,545000,2019-10-25,queens,167-05 115 AVENUE NYC
4,OAKLAND GARDENS,01 ONE FAMILY DWELLINGS,1,7602,30,A2,212-15 64TH AVENUE,11364.0,1.0,0.0,1.0,4000.0,1296.0,1950.0,1,A2,830000,2019-10-04,queens,212-15 64TH AVENUE NYC
3,GRAVESEND,02 TWO FAMILY DWELLINGS,1,7095,55,B1,2069 WEST 11TH STREET,11223.0,2.0,0.0,2.0,2300.0,2280.0,1935.0,1,B1,1200000,2019-03-27,brooklyn,2069 WEST 11TH STREET NYC
4,ST. ALBANS,01 ONE FAMILY DWELLINGS,1,11065,19,A1,194-26 116TH AVENUE,11412.0,1.0,0.0,1.0,4000.0,2186.0,1920.0,1,A1,480000,2019-03-07,queens,194-26 116TH AVENUE NYC
4,RICHMOND HILL,01 ONE FAMILY DWELLINGS,1,9194,36,A1,108-03 85TH AVENUE,11418.0,1.0,0.0,1.0,3700.0,1844.0,1920.0,1,A1,635000,2019-10-02,queens,108-03 85TH AVENUE NYC
4,MASPETH,02 TWO FAMILY DWELLINGS,1,2779,44,B2,68-07 59TH DRIVE,11378.0,2.0,0.0,2.0,2000.0,1836.0,1931.0,1,B2,965000,2019-09-25,queens,68-07 59TH DRIVE NYC
4,LAURELTON,01 ONE FAMILY DWELLINGS,1,13183,48,A1,139-20 229TH STREET,11413.0,1.0,0.0,1.0,4000.0,1584.0,1935.0,1,A1,640000,2019-03-22,queens,139-20 229TH STREET NYC
5,WESTERLEIGH,01 ONE FAMILY DWELLINGS,1,446,5,A2,305 DEMOREST AVENUE,10314.0,1.0,0.0,1.0,3000.0,1046.0,1930.0,1,A2,365000,2019-12-02,statenisland,305 DEMOREST AVENUE NYC
4,FAR ROCKAWAY,02 TWO FAMILY DWELLINGS,1,15817,79,B9,169 BEACH 25 ST,11691.0,2.0,0.0,2.0,2450.0,525.0,1910.0,1,B9,385000,2019-10-23,queens,169 BEACH 25 ST NYC
3,BAY RIDGE,01 ONE FAMILY DWELLINGS,1,6041,17,A5,58 86TH STREET,11209.0,1.0,0.0,1.0,2500.0,1496.0,1925.0,1,A5,1375000,2019-03-29,brooklyn,58 86TH STREET NYC
3,SUNSET PARK,03 THREE FAMILY DWELLINGS,1,648,52,C0,215 24TH STREET,11232.0,3.0,0.0,3.0,1878.0,1620.0,1910.0,1,C0,960000,2019-03-06,brooklyn,215 24TH STREET NYC
5,WOODROW,01 ONE FAMILY DWELLINGS,1,6970,56,A5,1010 STAFFORD AVENUE,10309.0,1.0,0.0,1.0,2851.0,1710.0,2018.0,1,A5,763688,2019-11-26,statenisland,1010 STAFFORD AVENUE NYC
3,OCEAN PARKWAY-NORTH,01 ONE FAMILY DWELLINGS,1,6611,30,A9,1652 EAST 5TH STREET,11230.0,1.0,0.0,1.0,2000.0,1568.0,1935.0,1,A9,1050000,2019-01-17,brooklyn,1652 EAST 5TH STREET NYC
4,WOODHAVEN,02 TWO FAMILY DWELLINGS,1,8922,8,S2,85-18 JAMAICA AVENUE,11421.0,2.0,1.0,3.0,2045.0,3300.0,1931.0,1,S2,1500000,2019-12-17,queens,85-18 JAMAICA AVENUE NYC
5,OAKWOOD-BEACH,02 TWO FAMILY DWELLINGS,1,4000,33,B9,361 OAK AVENUE,10306.0,2.0,0.0,2.0,2590.0,1482.0,1999.0,1,B9,676200,2019-09-13,statenisland,361 OAK AVENUE NYC
3,CYPRESS HILLS,02 TWO FAMILY DWELLINGS,1,3960,19,B1,165 HALE AVENUE,11208.0,2.0,0.0,2.0,2008.0,2200.0,1901.0,1,B1,635000,2019-06-06,brooklyn,165 HALE AVENUE NYC
3,MADISON,01 ONE FAMILY DWELLINGS,1,6806,72,A1,1747 EAST 23RD STREET,11229.0,1.0,0.0,1.0,4000.0,1932.0,1930.0,1,A1,1150000,2019-01-02,brooklyn,1747 EAST 23RD STREET NYC
2,SOUNDVIEW,02 TWO FAMILY DWELLINGS,1,3766,70,B1,1221 LELAND AVENUE,10472.0,2.0,0.0,2.0,2800.0,2159.0,1960.0,1,B1,450000,2019-06-24,bronx,1221 LELAND AVENUE NYC
2,CASTLE HILL/UNIONPORT,02 TWO FAMILY DWELLINGS,1,3531,125,B2,2027 LACOMBE AVENUE,10473.0,2.0,0.0,2.0,4000.0,2325.0,1987.0,1,B2,650000,2019-11-01,bronx,2027 LACOMBE AVENUE NYC
2,SOUNDVIEW,01 ONE FAMILY DWELLINGS,1,3520,60,A2,531 ST LAWRENCE AVENUE,10473.0,1.0,0.0,1.0,3000.0,1180.0,1945.0,1,A2,479000,2019-02-15,bronx,531 ST LAWRENCE AVENUE NYC
5,LIVINGSTON,02 TWO FAMILY DWELLINGS,1,138,110,B2,118 BARD AVENUE,10310.0,2.0,0.0,2.0,3232.0,1461.0,2018.0,1,B2,621133,2019-07-19,statenisland,118 BARD AVENUE NYC
3,CYPRESS HILLS,02 TWO FAMILY DWELLINGS,1,4112,71,B1,54 ELDERT LANE,11208.0,2.0,0.0,2.0,2484.0,2248.0,1905.0,1,B1,863000,2019-02-06,brooklyn,54 ELDERT LANE NYC
4,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,1,5575,12,A2,170-04 PIDGEON MEADOW ROAD,11365.0,1.0,0.0,1.0,4962.0,950.0,1945.0,1,A2,795000,2019-11-18,queens,170-04 PIDGEON MEADOW ROAD NYC
4,JACKSON HEIGHTS,03 THREE FAMILY DWELLINGS,1,1004,8,C0,22-06 73RD STREET,11370.0,3.0,0.0,3.0,2480.0,3056.0,1965.0,1,C0,1150000,2019-12-10,queens,22-06 73RD STREET NYC
3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8062,67,B1,1260 EAST 84TH STREET,11236.0,2.0,0.0,2.0,2150.0,1932.0,1940.0,1,B1,481800,2019-04-18,brooklyn,1260 EAST 84TH STREET NYC
4,FAR ROCKAWAY,02 TWO FAMILY DWELLINGS,1,15660,16,B3,1372 CHANDLER STREET,11691.0,2.0,0.0,2.0,4000.0,2287.0,1901.0,1,B3,360000,2019-08-29,queens,1372 CHANDLER STREET NYC
4,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS,1,10248,59,A1,171-50 107TH AVENUE,11433.0,1.0,0.0,1.0,2500.0,1080.0,1920.0,1,A1,565000,2019-08-22,queens,171-50 107TH AVENUE NYC
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,10738,42,A1,221-57 92ND AVENUE,11428.0,1.0,0.0,1.0,2800.0,1164.0,1925.0,1,A1,623000,2019-10-01,queens,221-57 92ND AVENUE NYC
4,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,1,6404,12,A5,140-26 58TH ROAD,11355.0,1.0,0.0,1.0,1948.0,1632.0,1935.0,1,A5,999000,2019-10-22,queens,140-26 58TH ROAD NYC
5,MIDLAND BEACH,01 ONE FAMILY DWELLINGS,1,3887,51,A5,1203 OLYMPIA BOULEVARD,10306.0,1.0,0.0,1.0,2400.0,1440.0,2018.0,1,A5,653717,2019-07-15,statenisland,1203 OLYMPIA BOULEVARD NYC
4,SPRINGFIELD GARDENS,01 ONE FAMILY DWELLINGS,1,13080,11,A2,143-27 184TH STREET,11413.0,1.0,0.0,1.0,4000.0,960.0,1940.0,1,A2,904000,2019-05-31,queens,143-27 184TH STREET NYC
3,FLATBUSH-EAST,02 TWO FAMILY DWELLINGS,1,4930,65,S2,1697 NOSTRAND AVENUE,11226.0,2.0,1.0,3.0,1520.0,3135.0,1930.0,1,S2,900000,2019-12-04,brooklyn,1697 NOSTRAND AVENUE NYC
5,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS,1,5741,110,A5,318 ILYSSA WAY,10312.0,1.0,0.0,1.0,560.0,1510.0,1996.0,1,A5,403000,2019-06-25,statenisland,318 ILYSSA WAY NYC
4,CORONA,02 TWO FAMILY DWELLINGS,1,1626,65,B3,45-12 98TH STREET,11368.0,2.0,0.0,2.0,2000.0,1664.0,1925.0,1,B3,965000,2019-05-06,queens,45-12 98TH STREET NYC
3,BAY RIDGE,07 RENTALS - WALKUP APARTMENTS,2A,6025,11,C3,312 84TH STREET,11209.0,4.0,0.0,4.0,2833.0,2320.0,1926.0,2,C3,1600000,2019-12-30,brooklyn,312 84TH STREET NYC
3,BOROUGH PARK,02 TWO FAMILY DWELLINGS,1,5729,7,S2,6205 9 AVENUE,11220.0,2.0,1.0,3.0,1200.0,2520.0,1920.0,1,S2,750000,2019-02-19,brooklyn,6205 9 AVENUE NYC
3,BUSHWICK,01 ONE FAMILY DWELLINGS,1,3215,30,A9,573 HART STREET,11221.0,1.0,0.0,1.0,1240.0,1320.0,1930.0,1,A9,542000,2019-06-25,brooklyn,573 HART STREET NYC
3,CANARSIE,01 ONE FAMILY DWELLINGS,1,8199,3,A5,9117 AVENUE J,11236.0,1.0,0.0,1.0,2174.0,1782.0,1960.0,1,A5,450000,2019-08-13,brooklyn,9117 AVENUE J NYC
2,SCHUYLERVILLE/PELHAM BAY,01 ONE FAMILY DWELLINGS,1,5384,49,A1,2841 WELLMAN AVENUE,10461.0,1.0,0.0,1.0,2375.0,1376.0,1930.0,1,A1,530000,2019-08-07,bronx,2841 WELLMAN AVENUE NYC
4,WOODHAVEN,01 ONE FAMILY DWELLINGS,1,8965,120,A9,80-62 89TH AVENUE,11421.0,1.0,0.0,1.0,1650.0,1308.0,1920.0,1,A9,600000,2019-09-20,queens,80-62 89TH AVENUE NYC
4,WOODHAVEN,02 TWO FAMILY DWELLINGS,1,8843,119,S2,79-11 JAMAICA AVENUE,11421.0,2.0,1.0,3.0,1817.0,3300.0,1910.0,1,S2,1500000,2019-02-12,queens,79-11 JAMAICA AVENUE NYC
3,CYPRESS HILLS,03 THREE FAMILY DWELLINGS,1,3931,48,C0,156 NORWOOD AVENUE,11208.0,3.0,0.0,3.0,3061.0,2565.0,1931.0,1,C0,960000,2019-03-15,brooklyn,156 NORWOOD AVENUE NYC
3,EAST NEW YORK,03 THREE FAMILY DWELLINGS,1,4184,15,C0,459 ELDERT LANE,11208.0,3.0,0.0,3.0,3906.0,3192.0,1910.0,1,C0,800000,2019-05-09,brooklyn,459 ELDERT LANE NYC
4,JACKSON HEIGHTS,01 ONE FAMILY DWELLINGS,1,1360,49,A5,25-45 86TH STREET,11369.0,1.0,0.0,1.0,1800.0,1518.0,1935.0,1,A5,750000,2019-02-15,queens,25-45 86TH STREET NYC
4,WOODHAVEN,01 ONE FAMILY DWELLINGS,1,9287,110,A5,100-24 87TH AVENUE,11418.0,1.0,0.0,1.0,1650.0,1344.0,1920.0,1,A5,425000,2019-10-11,queens,100-24 87TH AVENUE NYC
2,BEDFORD PARK/NORWOOD,02 TWO FAMILY DWELLINGS,1,3302,29,B1,2898 VALENTINE AVE,10458.0,2.0,0.0,2.0,2442.0,2726.0,1901.0,1,B1,740000,2019-03-08,bronx,2898 VALENTINE AVE NYC
5,NEW DORP,01 ONE FAMILY DWELLINGS,1,3635,65,A1,164 BURBANK AVENUE,10306.0,1.0,0.0,1.0,4000.0,1376.0,1940.0,1,A1,617500,2019-08-27,statenisland,164 BURBANK AVENUE NYC
3,FLATBUSH-NORTH,01 ONE FAMILY DWELLINGS,1,4594,78,A5,85 EAST 91ST STREET,11212.0,1.0,0.0,1.0,1600.0,1728.0,1950.0,1,A5,615000,2019-07-03,brooklyn,85 EAST 91ST STREET NYC
3,FLATBUSH-NORTH,07 RENTALS - WALKUP APARTMENTS,2A,4631,78,C3,199 EAST 95TH STREET,11212.0,4.0,0.0,4.0,3250.0,3198.0,1931.0,2,C3,318750,2019-06-13,brooklyn,199 EAST 95TH STREET NYC
3,MARINE PARK,02 TWO FAMILY DWELLINGS,1,7671,18,B1,1447 EAST 35TH STREET,11234.0,2.0,0.0,2.0,1800.0,2046.0,1940.0,1,B1,715000,2019-02-28,brooklyn,1447 EAST 35TH STREET NYC
4,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS,1,12475,89,B3,179-21 ANDERSON ROAD,11434.0,2.0,0.0,2.0,2400.0,1600.0,1935.0,1,B3,620000,2019-07-01,queens,179-21 ANDERSON ROAD NYC
4,WOODHAVEN,01 ONE FAMILY DWELLINGS,1,8993,26,A1,91-30 97 STREET,11421.0,1.0,0.0,1.0,2375.0,1716.0,1920.0,1,A1,575000,2019-08-07,queens,91-30 97 STREET NYC
5,WILLOWBROOK,01 ONE FAMILY DWELLINGS,1,2086,72,A1,73 DREYER AVENUE,10314.0,1.0,0.0,1.0,4000.0,2234.0,1965.0,1,A1,645000,2019-01-15,statenisland,73 DREYER AVENUE NYC
4,JAMAICA,02 TWO FAMILY DWELLINGS,1,10004,47,B3,138-41 97TH AVENUE,11435.0,2.0,0.0,2.0,2575.0,2120.0,1920.0,1,B3,550000,2019-12-13,queens,138-41 97TH AVENUE NYC
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS,1,4872,17,B3,1043 EAST 225TH STREET,10466.0,2.0,0.0,2.0,2725.0,3519.0,2000.0,1,B3,649000,2019-02-26,bronx,1043 EAST 225TH STREET NYC
5,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS,1,5725,28,A5,131 KENILWORTH AVENUE,10312.0,1.0,0.0,1.0,1135.0,1540.0,1995.0,1,A5,492000,2019-06-06,statenisland,131 KENILWORTH AVENUE NYC
4,OZONE PARK,01 ONE FAMILY DWELLINGS,1,9147,54,A1,108-21 86TH STREET,11417.0,1.0,0.0,1.0,2600.0,1152.0,1925.0,1,A1,665000,2019-05-29,queens,108-21 86TH STREET NYC
4,ELMHURST,02 TWO FAMILY DWELLINGS,1,1854,61,B3,90-29 53RD AVENUE,11373.0,2.0,0.0,2.0,2502.0,1551.0,1925.0,1,B3,980000,2019-02-07,queens,90-29 53RD AVENUE NYC
2,THROGS NECK,03 THREE FAMILY DWELLINGS,1,5519,83,C0,234 BLAIR AVENUE,10465.0,3.0,0.0,3.0,3200.0,3400.0,1990.0,1,C0,850000,2019-07-17,bronx,234 BLAIR AVENUE NYC
3,CANARSIE,02 TWO FAMILY DWELLINGS,1,8261,55,B1,1802 ROCKAWAY PARKWAY,11236.0,2.0,0.0,2.0,2200.0,2080.0,1925.0,1,B1,800000,2019-03-25,brooklyn,1802 ROCKAWAY PARKWAY NYC
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS,1,12101,74,A1,146-05 SUTTER AVENUE,11436.0,1.0,0.0,1.0,1900.0,926.0,1925.0,1,A1,325000,2019-01-25,queens,146-05 SUTTER AVENUE NYC
